id,sold,image,price,title,views,code,common,anim_de,anim_en,created,desc_de,desc_en,updated,category,title_en,big_image,subcategory,views_12_15
253,yes,Gekko990433410101012537.jpg,0.00,Gekko,0,990433410101012537,no,<blank>,<blank>,2013-12-31,"Nur für den,den es interessiert,dieses Pulaistück ist 34 cm lang.Sold",<blank>,2016-06-15 10:11:22,Holz,Gekko,Gekko990433410101012537.jpg,Einzeltiere,0
254,no,Gekko_99043371031101-2282.jpg,0.00,Gekko,841,990433710311012282,yes,<blank>,<blank>,2015-12-31,"Rauhe Landschaft auch für ein ""Gelände"" Gekko.Mischholz",<blank>,2020-12-16 17:18:59,Holz,<blank>,<blank>,Einzeltiere,444
255,yes,Gekko990433810101022105.jpg,0.00,Gekko,0,990433810101022105,no,<blank>,<blank>,2013-12-31,"Ja,vielleicht kommen wir ja noch zusammen?? Pulai Gekkos","Yes, maybe we'll still get together ?? Pulai Gekkos",2019-12-20 12:50:59,Holz,Gekko,<blank>,Einzeltiere,0
256,yes,Gekko990433817201010410.jpg,0.00,Gekko,0,990433817201010410,no,<blank>,<blank>,2013-12-31,Ein wenig verloren komme ich mir schon vor...Pulaiholz Gekko SOLD,<blank>,2016-06-15 10:11:22,Holz,Gekko,<blank>,Einzeltiere,0
257,no,Gekko_und_Frosch_99035251620102-1248.jpg,0.00,Gekko,751,99035251620102,yes,<blank>,<blank>,2015-12-31,Das Gekko und der Frosch.Was das wohl für eine Fabel ist. Pulaiholz. Der weiße Frosch ist gestohlen worden. Jetzt sitzt dort ein roter Frosch,They stole the white frog. Now there is a red one from Padua wood.,2020-12-18 14:06:24,Holz,Gekko,<blank>,Einzeltiere,451
258,no,Gepard_99041081440501-3442.jpg,0.00,Gepard,657,990410814405013442,yes,<blank>,<blank>,2015-12-31,Der Gepard kann auch oben auf dem Nanka Holzstück sitzen.,The cheetah can also sit on top of the Nanka piece of wood.,2022-08-19 13:00:07,Holz,Cheetah,Gepard_99041081440501-3442.jpg,Einzeltiere,438
259,no,Gibbon_99045202050101-0514.jpg,0.00,Gibbon,735,990452020501010514,yes,<blank>,<blank>,2015-12-31,Wohlwollend beobachtet der Gibbon uns.Pulaiholz,<blank>,2020-12-16 17:26:30,Holz,<blank>,<blank>,Einzeltiere,445
260,yes,Giraffe990421433601011926.jpg,0.00,Giraffe,0,990421433601011926,no,<blank>,<blank>,2013-12-31,Gute Aussicht für die kleine Giraffe. Pulaiholz. VERKAUFT,Good view for the small giraffe. Pulaiholz. SOLD,2016-06-15 10:11:22,Holz,Giraffe,<blank>,Einzeltiere,0
261,yes,Giraffe990421937601011341.jpg,0.00,Giraffe,0,990421937601011341,no,<blank>,<blank>,2013-12-31,"Voll in ihren Lebensraum integriert,eine Pulaiholz Giraffe.SOLD",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
262,yes,Giraffe990422040701013144.jpg,0.00,Giraffe,0,990422040701013144,no,<blank>,<blank>,2013-12-31,Giraffe in ihrem Lebensraum.Pulaiholz verkauft,Giraffe in their habitat. Pulai wood sold,2020-08-11 16:21:38,Holz,Giraffe,<blank>,Einzeltiere,142
263,yes,Giraffe990422243712012176.jpg,0.00,Giraffe,0,990422243712012176,no,<blank>,<blank>,2013-12-31,Ein Strandgutholzstück beherbergt diese wunderschöne Giraffe Sold,<blank>,2016-06-15 10:11:22,Holz,Giraffe,<blank>,Einzeltiere,0
264,no,Giraffe_99042295560101-0013.jpg,0.00,Giraffe,650,990422955601010013,yes,<blank>,<blank>,2015-12-31,Hoch oben an die Blätter kommt außer der Giraffe keiner.Pulaiholz,<blank>,2020-12-16 17:29:56,Holz,<blank>,<blank>,Einzeltiere,443
265,yes,Gorilla990441720604013108.jpg,0.00,Gorilla,0,990441720604013108,no,<blank>,<blank>,2013-12-31,"Der Gorilla aus Ebenholz,fast so schwer wie ein echter.....SOLD",<blank>,2016-06-15 10:11:22,Holz,Gorilla,<blank>,Einzeltiere,0
266,no,Gorilla_99044202130401-3502.jpg,0.00,Gorilla,572,990442021304013502,yes,<blank>,<blank>,2015-12-31,"Noch ein dunkler Berggorilla,Ebenholz","Another dark mountain gorilla, ebony",2020-12-17 18:27:27,Holz,Gorilla,Gori3502Close.jpg,Einzeltiere,443
267,yes,Gorilla990442024601013602.jpg,0.00,Gorilla,0,990442024601013602,no,<blank>,<blank>,2013-12-31,Ein Gorilla aus PulaiholzSOLD,<blank>,2016-06-15 10:11:22,Holz,Gorilla,<blank>,Einzeltiere,104
268,no,Gorilla_99044212650401-2006.jpg,0.00,Gorilla,553,990442126504012006,yes,<blank>,<blank>,2015-12-31,Ein Berggorillamännchen aus Ebenholz,A male mountain gorilla made of ebony,2020-12-17 18:29:41,Holz,Gorilla,<blank>,Einzeltiere,452
269,yes,Gorilla990442141401010614.jpg,0.00,Gorilla,0,990442141401010614,no,<blank>,<blank>,2013-12-31,Gorilla auf Futtersuche.PulaiholzSOLD,<blank>,2016-06-15 10:11:22,Holz,Gorilla,<blank>,Einzeltiere,106
270,no,Gorilla_99044264360101-1100_copy.jpg,0.00,Gorilla,380,990442643601011100,yes,<blank>,<blank>,2015-12-31,"Auch dieser Gorilla fühlt sich in seinem Lebensraum sicher,niemand weit und breit der sein Leben gefährden könnte oder wollte.Pulaiholz.\r\n\r\n","This gorilla also feels safe in its habitat, no one far and wide who could or wanted to endanger his life. Pulai wood.",2020-12-17 23:16:31,Holz,Gorilla,<blank>,Einzeltiere,326
271,yes,Hase990501107301011641.jpg,0.00,Hase,0,990501107301011641,no,<blank>,<blank>,2013-12-31,Ein kleiner Hase aus Pulaiholz.<br>\r\n<b>SOLD</b>,<blank>,2016-06-15 10:11:22,Holz,Hase,<blank>,Einzeltiere,0
272,yes,Hase990501207301010943.jpg,0.00,Hase,0,990501207301010943,no,<blank>,<blank>,2013-12-31,Kleiner Hase aus Pulaiholz SOLD,<blank>,2016-06-15 10:11:22,Holz,Hase,<blank>,Einzeltiere,0
273,yes,Hase990501209301010543.jpg,0.00,Hase,0,990501209301010543,no,<blank>,<blank>,2013-12-31,"Dieser kleine Hase aus Pulaiholz ist lustig,weil das ihn umgebende Holz fast wie ein Gesicht aussieht...<br>\r\n<b>SOLD</b>",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
274,yes,Hase990501311301013141.jpg,0.00,Hase,0,990501311301013141,no,<blank>,<blank>,2013-12-31,Nein dies ist nicht der Dürer Hase.Pulaiholz SOLD,<blank>,2016-06-15 10:11:22,Holz,Hase,<blank>,Einzeltiere,0
275,yes,Hase990501318401010343.jpg,0.00,Hase,0,990501318401010343,no,<blank>,<blank>,2013-12-31,Der kleine Hase unter der schiefen Ebene. Pulaiholz.<br>\r\n<b>SOLD</b>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
276,yes,Hase990501809301012109.jpg,0.00,Hase,0,990501809301012109,no,<blank>,<blank>,2013-12-31,Ja dieses Gras riecht frisch und gut.Pulaiholz Hase\r\nSOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
277,yes,Hase9905018093011012109.jpg,0.00,Hase,0,9905018093011012109,no,<blank>,<blank>,2013-12-31,Ein kleiner Hase aus Pulaiholz duckt sich im Windschatten.<br>\r\n<b>SOLD</b>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
278,no,Jaguar990604015601012513.jpg,260.00,Jaguar - Pulai Holz,872,990604015601012513,yes,<blank>,<blank>,2015-12-31,Dieser Jaguar sitzt schon lange in seinem Holzstück aus Pulai. 1998 habe ich ihn hergestellt. Manchmal müssen Beschädigungen durch Holzschädlinge wie bei diesem Tier ausgebessert werden. \r\nPulaiholz.,Jaguar carved from single piece of Pulai wood.,2016-06-26 04:43:18,Holz,Jaguar - Pulai Wood,Jaguar 99060401560101-2513.jpg,Einzeltiere,1156
279,yes,Jaguar990604714502011602.jpg,0.00,Jaguar,0,990604714502011602,no,<blank>,<blank>,2015-11-20,Dieses Teakholz - Reststück stammt aus der Möbelindustrie.\r\nEs war der Abfall einer geschwungenen Armlehne. Spätestens jetzt ist es kein Abfall mehr.,<blank>,2016-06-15 10:11:22,Holz,Jaguar,Jaguar990604714502011602.jpg,Einzeltiere,112
280,no,Kamel_99077212861401-1544..jpg,0.00,Kamel,487,990772128614011544,yes,<blank>,<blank>,2015-12-31,"Da habe ich den Film,das weinende Kamel,gesehen und musste unbedingt ein Kamel,schnitzen.Akazie","I saw the film, the crying camel, and I had to carve a camel. Acacia",2020-12-18 23:32:50,Holz,Kamel,<blank>,Einzeltiere,434
281,no,Kamel_99077221530110-1550..jpg,0.00,Kamel,0,990772215301101550,no,<blank>,<blank>,2013-12-31,Das weiße Kamel ruht sich ein wenig aus. Pulaiholz.,The white camel rests a little. Pulai wood.,2020-12-18 23:33:45,Holz,Kamel,<blank>,Einzeltiere,0
282,no,Kamel_99077231870101-1648.jpg,0.00,Kamel,496,990772318701011648,yes,<blank>,<blank>,2015-12-31,"Dieses Kamel ist in eine künstliche Landschaft gesetzt.Das bräunliche Landschaftsmotiv,ebenfalls aus Pulaiholz,ist nicht das Orginalstück aus dem das Kamel selbst entstanden ist.Dennoch beeindruckt die Kombination","This camel is set in an artificial landscape. The brownish landscape motif, also made of pulai wood, is not the original piece from which the camel itself originated. Nevertheless, the combination impresses",2020-12-18 23:34:18,Holz,Kamel,<blank>,Einzeltiere,421
283,yes,Kangeruh990711615301013348.jpg,0.00,Kängeruh,0,990711615301013348,no,<blank>,<blank>,2013-12-31,Das Kängeruh ist von weit her gekommen..Pulaiholz SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
284,yes,Karettschildkrte_99076172230401-2108.jpg,0.00,Karett,542,990761722304012108,yes,<blank>,<blank>,2015-12-31,Knapp unter der Wasseroberfläche  schießt die Karettschildkröte entlang.Ebenholz,The hawksbill turtle shoots just below the surface of the water.Ebenholz,2020-12-19 17:09:58,Holz,Hawksbill,2KarettClose.jpg,Einzeltiere,439
285,yes,Karett990762122301012802.jpg,0.00,Karett,0,990762122301012802,no,<blank>,<blank>,2013-12-31,Ja sie sind gute Schwimmer diese Karettschildkröten.Pulaiholz SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
286,yes,VKKarettschildkrte_99076261651201-0941.jpg,0.00,Karett,40,990762616512010941,yes,<blank>,<blank>,2013-12-31,Ein Strandgutstück diente für dieses  so lebendige Exponat.<br>\r\n<b>SOLD</b>,A beach spoil was used for this lively exhibit.\n\n <b>SOLD</b>,2020-12-22 16:52:38,Holz,Karett,<blank>,Einzeltiere,0
287,yes,Karettschildkrte_99076262971002-2642.jpg,0.00,Karett,0,990762629710022642,no,<blank>,<blank>,2013-12-31,Auch dieses Stück Strandgut ist ein wunderschönes Umfeld für die beiden Karettschildkröten.Mahagoni mit Splintholz,This piece of flotsam is also a wonderful setting for the two hawksbill turtles: mahogany with sapwood,2022-05-05 15:10:31,Holz,Karett,<blank>,Einzeltiere,106
288,yes,Karettschildkrte_99076272939101-3519.jpg,0.00,Karett,521,990762729391013519,yes,<blank>,<blank>,2015-12-31,"Man kann es sehen wie man will,entweder die Karettschildkröte ist an Land oder sie schwimmt knapp unter der Meeresoberfläche.Pulaiholz","You can see it as you want, either the loggerhead turtle is ashore or it just swims under the surface of the sea.Pulai wood",2020-12-19 17:12:59,Holz,Hawksbill,<blank>,Einzeltiere,429
289,yes,Karett990763518301010148.jpg,0.00,Karett,0,990763518301010148,no,<blank>,<blank>,2013-12-31,Jetzt verlässt die Karettschildkröte das Wasser. Pulaiholz.<br>\r\n<b>SOLD</b>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
290,no,Karettschildkrte_99076372550101-2450.jpg,0.00,Karett,533,990763725501012450,yes,<blank>,<blank>,2015-12-31,Was tut sich über Wasser.Karettschildkröte Pulaiholz,<blank>,2020-12-19 17:14:16,Holz,<blank>,<blank>,Einzeltiere,427
291,no,Karettschildkrte_99076412450101-2350.jpg,0.00,Karett,0,990764124501012350,no,<blank>,<blank>,2013-12-31,Was tut sich da über Wasser.Karettschildkröte und Pulaiholz,What's going on over the water: barnets and pulai wood,2020-12-19 17:19:48,Holz,Karett,<blank>,Einzeltiere,0
292,yes,Karett990764125501013619.jpg,0.00,Karett,0,990764125501013619,no,<blank>,<blank>,2013-12-31,Blick von den Klippen auf eine Karettschildkröte. Pulaiholz.<br>\r\n<b>SOLD</b>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
293,yes,Karett990764323401010217.jpg,0.00,Karett,0,990764323401010217,no,<blank>,<blank>,2013-12-31,"Und schwimmt und schwimmt,die Karettschildkröte aus Pulaiholz SOLD",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
294,yes,Karettschildkrte_99076452560101-3302.jpg,0.00,Karett,401,990764525601013302,yes,<blank>,<blank>,2015-12-31,"Auch diese Karett schwimmt und schwimmt,es sind gute, ausdauernde Schwimmer.Pulaiholz","This hawksbill swims and swims, they are good, perennial swimmers.Pulai wood",2021-02-21 14:49:12,Holz,Hawksbill,KarettClose.jpg,Einzeltiere,406
295,yes,Katze990721612401010926.jpg,0.00,Katze,0,990721612401010926,no,<blank>,<blank>,2013-12-31,Die träumende Katze kommt auch im Katzenpuzzle vor.Pulaiholz Sold,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
296,yes,Katze990721714401011026.jpg,0.00,Katze,0,990721714401011026,no,<blank>,<blank>,2013-12-31,Ja hier schaut sie noch ein wenig grimmig die Katze aus Pulaiholz aber sie ist jetzt fertig geschnitzt und netter SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
297,yes,Katze990722112401011214.jpg,0.00,Katze,0,990722112401011214,no,<blank>,<blank>,2013-12-31,Sie wartet und wartet aber auf was?Katze aus Pulaiholz,<blank>,2016-06-15 10:11:22,Holz,Cat,<blank>,Einzeltiere,0
298,no,Katze_99072211630101..jpg,0.00,Katze,402,990722116301010213,yes,<blank>,<blank>,2015-12-31,Endlich  zu Ende geschnitzt 2021...damit sie auf die Jagd gehen kann...Pulaiholz,Now finished  with a few friends...... Pulai wood,2021-03-02 16:19:45,Holz,Cat,<blank>,Einzeltiere,430
299,no,Katze_99072231360101-2041.jpg,0.00,Katze,387,99072231360101-2040,yes,<blank>,<blank>,2015-12-31,Ja mir geht´s gut.Überarbeitet 2021.Katze aus Pulaiholz,"Yes, I'm fine so far.... Pulai wood",2021-01-22 05:17:27,Holz,Cat,Katze_99072231360101-2041.jpg,Einzeltiere,426
300,no,Katze_99072252240101-3311.jpg,0.00,Katze,431,990722522401013311,yes,<blank>,<blank>,2015-12-31,Auch als Hauskatze ist es gut seinen Lebensraum zu haben...Pulaiholz,"Well, even at home as a pet cat its good to have a privat place....",2020-12-19 17:36:23,Holz,Cat,<blank>,Einzeltiere,430
301,no,Katze_99072281560101-3014.jpg,0.00,Katze,439,990722815601013014,yes,<blank>,<blank>,2015-12-31,Später sitzt dann noch eine kleine Maus hinter der Katze.Pulaiholz ,Later there will be alit mouse hiding behind the cat...,2020-12-19 17:37:53,Holz,<blank>,<blank>,Einzeltiere,427
302,no,Katze_99072301230191-2713.jpg,0.00,Katze,478,990723012301912713,yes,<blank>,<blank>,2015-12-31,Als Katze muss man viel Geduld haben.Pulaiholz,"Being a cat, it needs a lot of patience to catch....",2020-12-19 17:39:21,Holz,<blank>,<blank>,Einzeltiere,424
303,yes,Kautz_99074172940101-1615.jpg,0.00,Kautz,50,990741729401011615,yes,<blank>,<blank>,2013-12-31,In diesem knorrigen Holzstück wohne ich Kautz.,"This gnarled piece of wood is my home, so special...",2020-12-19 17:43:37,Holz,Kautz,<blank>,Einzeltiere,0
304,yes,Kautz990742031501010313.jpg,0.00,Kautz,0,990742031501010313,no,<blank>,<blank>,2013-12-31,Mein Kautzbau ist ganz schön gemütlich.PulaiholzSOLD,The fogey is hidden in his little cave.made from Pulai wood .size 20x31x5 cm,2016-06-15 10:11:22,Holz,Kautz,<blank>,Einzeltiere,99
305,yes,Kautz990742218301010326.jpg,0.00,Kautz,0,990742218301010326,no,<blank>,<blank>,2013-12-31,Ich bin halt ein alter Kautz.Pulaiholz,<blank>,2016-06-15 10:11:22,Holz,Kautz,<blank>,Einzeltiere,0
306,no,Kautz_990742516050101-1661.jpg,0.00,Kautz,510,9907425160501011661,yes,<blank>,<blank>,2015-12-31,"Dies ist nicht mein richtiger Bau,aber trotzdem bleibe ich.Kautz aus Pulaiholz","Well, this is not my shelter, but a good place to hunt....",2020-12-19 17:46:12,Holz,<blank>,<blank>,Einzeltiere,399
307,no,Kobra_99063161441401-2941.jpg,0.00,Kobra,468,990631614414012941,yes,<blank>,<blank>,2015-12-31,"Ja,es stimmt ich bin die Schwester der Kobra Königin.Akazie","Yes, me,I´m the sister of that cobra you'll find in the chess game...",2022-08-19 16:47:06,Holz,Cobra,<blank>,Einzeltiere,403
308,no,Krokodil_99075250630101-0843.jpg,0.00,Krokodil,384,990752506301010843,yes,<blank>,<blank>,2015-12-31,Na klar wohne ich als Krokodil am Wasser.Pulaiholz,Thats normal to live close to water as a crocodile,2020-12-19 18:35:24,Holz,crocodile,<blank>,Einzeltiere,423
309,no,Krokodil_99075301070101-0726.jpg,0.00,Krokodil,441,990753010701010726,yes,<blank>,<blank>,2015-12-31,"Wir haben keine Angst,wir Krokodile,aber auch wir brauchen unseren Lebensraum.Pulaiholz","Normally we are not afraid of anything, as long as we live in our habitat",2020-12-19 18:37:46,Holz,<blank>,<blank>,Einzeltiere,421
310,no,Krokodil_99075320850101-3121.jpg,0.00,Krokodil,408,990753208501013121,yes,<blank>,<blank>,2015-12-31,Am Flussufer kann man alles kontrollieren.Krokodil aus Pulaiholz,In our habitat we can control everything...but...,2020-12-19 18:40:26,Holz,crocodile,<blank>,Einzeltiere,418
311,no,Krokodil_99075341260101-1826.jpg,0.00,Krokodil,423,990753412601011826,yes,<blank>,<blank>,2015-12-31,"Denkt bloss nicht,daß ich schlafe.Krokodil aus Pulaiholz","Beware, I´mnot sleeping!",2020-12-19 18:40:02,Holz,crocodile,<blank>,Einzeltiere,415
312,no,Krokodil_99075341360101-3513.jpg,0.00,Krokodil,0,990753413601013513,no,<blank>,<blank>,2013-12-31,"Na seht ihr meine Zähne,vorsichtig ich kann gut zubeissen.Krokodil Pulaiholz","Have a look at my teeth,no fun once I chew you...",2020-12-19 18:44:43,Holz,crocodile,<blank>,Einzeltiere,0
313,no,Krokodil_99075361270101-3213.jpg,0.00,Krokodil,386,990753612701013213,yes,<blank>,<blank>,2015-12-31,"Ja in der Mittagssonne,kann man sich gut aufwärmen,Krokodil aus Pulaiholz","Midday sun, great for a croc....",2020-12-19 18:42:04,Holz,crocodile,<blank>,Einzeltiere,416
314,yes,Krokodil990753706601012244.jpg,0.00,Krokodil,0,990753706601012244,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,Krokodil,<blank>,Einzeltiere,0
315,yes,Krokodil990753907601010315.jpg,0.00,Krokodil,0,990753907601010315,no,<blank>,<blank>,2013-12-31,"Am Flussufer sonnt sich das Krokodil,jede Sekunde bereit zuzuschlagen,sollte sich Futter finden.Pulaiholz",<blank>,2016-06-15 10:11:22,Holz,Krokodil,<blank>,Einzeltiere,94
316,no,Krokodil_99075551170101-1004.jpg,0.00,Krokodil,0,990755511701011004,no,<blank>,<blank>,2013-12-31,Faul am Flussufer..Krokodil aus Pulaiholz,lazy relaxing \r\n,2020-12-19 18:49:01,Holz,crocodile,<blank>,Einzeltiere,0
317,no,Kuh_99078151130101-3721.jpg,0.00,Kuh,344,990781511301013721,yes,<blank>,<blank>,2015-12-31,Mensch bin ich eine Kuh...Pulaiholz,"A cow ,for all cow lovers made from Pulai wood size 15x11x3 cm",2020-12-20 17:31:43,Holz,cow,<blank>,Einzeltiere,413
318,yes,Lederschildkrte_99081231730401-0220.jpg,500.00,Lederschildkröte,837,990812317304010220,yes,<blank>,<blank>,2015-12-31,Wie ein Pfeil schießt sie durchs Wasser.Lederschildkröte Ebenholz,"Arrow like, the leatherneck turtle is  flying through the water. ebony",2020-12-20 18:44:59,Holz,leatherneck turtle,<blank>,Einzeltiere,420
320,no,Lederschildkrte_99081342950101-2250.jpg,0.00,Lederschildkröte,413,990813429501012250,yes,<blank>,<blank>,2015-12-31,Eine Lederschildkröte im Wasser.Pulaiholz,A leatherneck turtle in the middle of the water...,2020-12-20 18:46:23,Holz,leatherneck turtle,<blank>,Einzeltiere,407
321,yes,Lederschi990813540601013245.jpg,0.00,Lederschildkroete,0,990813540601013245,no,<blank>,<blank>,2013-12-31,Die Lederschildkröte pflügt durch die Wellen.Pulaiholz SOLD,<blank>,2016-06-15 10:11:22,Holz,Lederschildkroete,<blank>,Einzeltiere,89
322,no,Lederschildkrte_99081442150101-0518.jpg,0.00,Lederschildkröte,470,990814421501010518,yes,<blank>,<blank>,2015-12-31,Noch weit zu schwimmen bis zu meinem Kinderheitsstrand..Lederschildkröte Pulaiholz,There is still a very long way to the beach I hatched...,2020-12-20 18:47:29,Holz,leatherneck turtle,<blank>,Einzeltiere,405
323,yes,Lowe990801726711011344.jpg,0.00,Löwe,0,990801726711011344,no,<blank>,<blank>,2013-12-31,Der Ebenholzlöwe in seiner Pulaiholz Höhle.SOLD,<blank>,2016-06-15 10:11:22,Holz,Löwe,<blank>,Einzeltiere,0
324,no,Lwe_99080273560101-0214.jpg,0.00,Löwe,354,990802735601010214,yes,<blank>,<blank>,2015-12-31,Ja ich bin ein Löwe aus altem Holz und schon über 10 Jahre mit meinem Schöpfer.Pulaiholz 27x35x6 cm,"Tired from to much running,the lion is now relaxing in front of a giant rock. All is made from  a solid Pulai wood bloc. size 27x35x6cm",2020-12-20 18:51:15,Holz,lion,Lwe.jpg,Einzeltiere,408
325,no,Lwe_99080301550101-2402.jpg,0.00,Löwe,0,990803015501012402,no,<blank>,<blank>,2013-12-31,"Der Hunger plagt mich,mein Löwenbauch braucht was...Pulaiholz","I'm hungry, my lion's belly needs something ... Pulai wood",2020-12-20 22:28:16,Holz,Lion,<blank>,Einzeltiere,0
326,no,Lwe_99080301850101-1540.jpg,0.00,Löwe,365,990803018501011540,no,<blank>,<blank>,2015-12-31,Ein stolzer Löwe zu hause..Pulaiholz Dieser Löwe ist verschollen???,A proud lion at home..Pulaiholz This lion is missing ???,2020-12-20 22:29:52,Holz,Lion,<blank>,Einzeltiere,383
327,yes,Lowe990803217401010950.jpg,0.00,Löwe,0,990803217401010950,no,<blank>,<blank>,2013-12-31,"Ja ich warte,aber auf was?Löwe noch alleine Pulaiholz","I wait, but for what? Lion is still alone Pulaiholz",2016-12-07 22:54:56,Holz,Lion,<blank>,Einzeltiere,0
328,yes,Lowe990803407031812874.jpg,0.00,Löwe,0,990803407031812874,no,<blank>,<blank>,2013-12-31,Ein Löwe aus Bujurholz.Kraftvoll kommt er aus seiner Höhle gesprungen.\r\nSOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
329,no,Lwe_99080372040101-1907.jpg,0.00,Löwe,399,990803720401011907,no,<blank>,<blank>,2015-12-31,Ich bin auch ein alter Löwe.Pulaiholz Dieser Löwe ist verschollen,"I'm an old lion too, pulai wood",2020-12-20 22:30:22,Holz,Lion,<blank>,Einzeltiere,378
330,yes,Lowe990804716511011150.jpg,0.00,Löwe,0,990804716511011150,no,<blank>,<blank>,2013-12-31,"Hungrig bin ich,ich rieche schon den ""Braten"" Ebenholzlöwe mit Pulaiholz SOLD",<blank>,2016-06-15 10:11:22,Holz,Löwe,<blank>,Einzeltiere,0
331,yes,Lwe_99080501860101-1302.jpg,420.00,Löwe,723,990805018601011302,yes,<blank>,<blank>,2015-12-31,"Ok,für dieses Foto halte ich noch still.Löwe  Pulaiholz",You got your picture?,2020-12-20 22:25:22,Holz,Lion,<blank>,Einzeltiere,385
332,no,Lwe_99080503050101-2607.jpg,0.00,Löwe,72,990805030501012607,yes,<blank>,<blank>,2013-12-31,Ich bin der größte aus dieser Sammlung.Pulaiholz,I am the largest in this collection,2020-12-20 22:30:49,Holz,Lion,<blank>,Einzeltiere,0
333,no,Lwin_99080232150101-2206.jpg,0.00,Löwin,502,990802321501012206,yes,<blank>,<blank>,2015-12-31,"Wo es löwen gibt muss es uns auch geben,oder? Pulaiholz","Where there are lions there must be us too, right? Pulai wood",2020-12-20 22:31:18,Holz,Lioness,<blank>,Einzeltiere,394
334,no,Lwin990803418601013202.jpg,0.00,Löwin,0,990803418601013202,no,<blank>,<blank>,2013-12-31,Kein Löwe lebt alleine...Pulaiholz,No lion lives alone... Pulaiwood,2022-08-19 17:26:34,Holz,LIONESS,<blank>,Einzeltiere,0
335,no,Lwin_99080561960101-1502.jpg,0.00,Löwin,495,990805619601011502,yes,<blank>,<blank>,2015-12-31,"Ja wo der Löwe ist ,da bin ich auch.Löwin Pulaiholz","Yes where the lion is, there I am too. Lioness Pulaiholz",2020-12-20 22:33:52,Holz,Lioness,<blank>,Einzeltiere,385
336,yes,Maulwurf990830904201010849.jpg,0.00,Maulwurf,0,990830904201010849,no,<blank>,<blank>,2013-12-31,Eigentlich sieht man uns ja nie.Maulwurf aus Pulaiholz,<blank>,2016-06-15 10:11:22,Holz,Maulwurf,<blank>,Einzeltiere,0
337,yes,Maulwurf_99083140850101-2948.jpg,0.00,Maulwurf,247,990831408501012948,yes,<blank>,<blank>,2013-12-31,Unter der Erde fühle ich mich am wohlsten.Maulwurf.....Pulaiholz...SOLD  Kann geordert werden,Under the ground I feel quite save.Mole..... Pulaiholz  SOLD Can be ordered,2022-05-10 14:37:21,Holz,Mole,<blank>,Einzeltiere,0
338,yes,Maulwurf990831510401012448.jpg,0.00,Maulwurf,0,990831510401012448,no,<blank>,<blank>,2013-12-31,"Hebt man den Deckel ab,findet man meinen Bau.Maulwurf.Pulaiholz SOLD",<blank>,2016-06-15 10:11:22,Holz,Maulwurf,<blank>,Einzeltiere,0
339,yes,Maus990880404601012522.jpg,0.00,Mäuse,0,990880404601012522,no,<blank>,<blank>,2013-12-31,Ich bin die kleine Maus. Pulaiholz.<br>\r\n<b>SOLD</b>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
340,yes,Maus990881107501012826.jpg,0.00,Mäuse,212,990881107501012826,no,<blank>,<blank>,2015-12-31,Habe mich fast verirrt im Käse.Maus  und Pulaiholz,Got lost almost in the Kaese.Maus and Pulaiholz,2016-12-07 22:51:24,Holz,Mice,<blank>,Einzeltiere,367
341,yes,Mause99088200640102-3642.jpg,0.00,Mäuse,0,99088200640102-3642,no,<blank>,<blank>,2013-12-31,Endlich mal kein Köse.Mäuse in Strandgutholz SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
342,yes,Mause990880806601022222.jpg,0.00,Mäuse,0,990880806601022222,no,<blank>,<blank>,2013-12-31,"Den schweizer Käse zu durchlöchern,das lieben wir Mäuse. Pulaiholz.<br>\r\n<b>SOLD</b>",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
343,yes,Mause990880906501023249.jpg,0.00,Mäuse,0,990880906501023249,no,<blank>,<blank>,2013-12-31,Am liebsten im Käse.Mäuse im Pulaiholz\r\nSOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Einzeltiere,0
